"UA_GEOID","UA_NAME","avg_frequency","pct_chain","n_rest"
"24526","Douglas, GA",2624.32608695652,0.521739130434783,46
"24539","Douglas, MI",478.647058823529,0.0588235294117647,51
"24553","Douglas, WY",2771.9,0.4,20
"24580","Dover, DE",2302.85217391304,0.560869565217391,230
"24607","Dover--Rochester, NH--ME",2301.43529411765,0.411764705882353,255
"24634","Dowagiac, MI",4180.53333333333,0.466666666666667,15
"24646","Downs, IL",2,0,3
"24688","Dryden, NY",3939.25,0.333333333333333,12
"24715","Dublin, GA",3112.84337349398,0.650602409638554,83
"24769","Dublin, TX",997,0.5,8
"24796","DuBois, PA",1945.39130434783,0.521739130434783,46
"24823","Dubuque, IA--IL",1940.19444444444,0.455555555555556,180
"24850","Duluth, MN--WI",2270.83278688525,0.439344262295082,305
"24877","Dumas, AR",3401.26666666667,0.533333333333333,15
"24904","Dumas, TX",2490.96774193548,0.580645161290323,31
"24931","Duncan, OK",2544.53191489362,0.595744680851064,47
"24958","Dundee, MI",3272.27272727273,0.636363636363636,22
"24985","Dunkirk, IN",12167,0.5,4
"25012","Dunkirk--Fredonia, NY",1601.95890410959,0.273972602739726,73
"25025","Dunlap, TN",4050.58823529412,0.647058823529412,17
"25039","Dunn, NC",3142.14583333333,0.583333333333333,48
"25093","Du Quoin, IL",3513.84210526316,0.578947368421053,19
"25120","Durand, MI",4547.66666666667,0.583333333333333,12
"25147","Durango, CO",951.913043478261,0.217391304347826,115
"25174","Durant, MS",24333,1,1
"25201","Durant, OK",2402.50684931507,0.561643835616438,73
"25228","Durham, NC",1754.17136886102,0.409613375130617,957
"25255","Dwight, IL",937.857142857143,0.285714285714286,7
"25282","Dyer, TN",6673,0.75,4
"25309","Dyersburg, TN",2559.02,0.58,50
"25336","Dyersville, IA",2997.8,0.4,15
"25363","Eagar, AZ",3836,0.363636363636364,11
"25390","Eagle, CO",1459.65384615385,0.230769230769231,26
"25417","Eagle Grove, IA",2424.27272727273,0.181818181818182,11
"25444","Eagle Lake, TX",4778.83333333333,0.5,6
"25480","Eagle Mountain South, UT",1728.25,0.25,4
"25498","Eagle Pass, TX",3167.8904109589,0.616438356164384,73
"25579","Earlimart, CA",2263.16666666667,0.166666666666667,6
"25598","East Aurora, NY",991.666666666667,0.256410256410256,39
"25660","Eastland, TX",1,0,5
"25687","East Liverpool, OH--WV--PA",3039.35483870968,0.548387096774194,62
"25714","Eastman, GA",3187.72,0.52,25
"25741","Easton, MD",1508.0375,0.4125,80
"25768","East Palestine, OH",5454.55555555556,0.555555555555556,9
"25795","East Prairie, MO",5027,0.5,6
"25802","East Prospect, PA",1.66666666666667,0,3
"25813","East Quincy, CA",1238.2380952381,0.19047619047619,21
"25849","East Stroudsburg, PA--NJ",1628.18473895582,0.329317269076305,249
"25876","East Tawas, MI",3436.52173913043,0.434782608695652,23
"25903","East Troy, WI",2718.5,0.285714285714286,14
"25930","Eaton, CO",3159.66666666667,0.555555555555556,9
"25957","Eaton, OH",3211.20833333333,0.666666666666667,24
"25984","Eaton Rapids, MI",2326.13333333333,0.333333333333333,15
"26011","Eatonton, GA",2582.88888888889,0.444444444444444,9
"26024","Eatonville, WA",2214,0.181818181818182,11
"26038","Eau Claire, WI",2649.53358208955,0.477611940298507,268
"26065","Ebensburg, PA",2401.29411764706,0.294117647058824,17
"26092","Eden, NC",2701.40476190476,0.571428571428571,42
"26119","Edenton, NC",3357,0.31578947368421,19
"26146","Edgefield, SC",2715.4,0.2,5
"26173","Edgerton, WI",4027.61538461538,0.538461538461538,13
"26200","Edgewood, NM",1439,0.5,4
"26227","Edinboro, PA",1387.38888888889,0.388888888888889,18
"26254","Edna, TX",2109,0.4375,16
"26275","Edwards, CO",1553.96825396825,0.26984126984127,63
"26308","Effingham, IL",3625.23188405797,0.681159420289855,69
"26345","Eielson AFB, AK",182,0.5,2
"26362","Elberton, GA",4278.6,0.7,20
"26389","El Campo, TX",1565.25806451613,0.451612903225806,31
"26416","El Centro--Calexico, CA",2872.71710526316,0.572368421052632,152
"26443","Eldon, MO",2953.33333333333,0.611111111111111,18
"26470","El Dorado, AR",2577.57894736842,0.473684210526316,57
"26497","Eldorado, IL",5282.125,0.75,8
"26524","El Dorado, KS",3324.225,0.7,40
"26551","Eldorado at Santa Fe, NM",1,0,1
"26578","El Dorado Springs, MO",5238,0.444444444444444,9
"26632","Electra, TX",1755,1,2
"26659","Elgin, TX",2049,0.461538461538462,26
"26686","Elizabeth City, NC",2353.24285714286,0.485714285714286,70
"26713","Elizabethtown, NC",3089.33333333333,0.583333333333333,24
"26750","Elizabethtown--Radcliff, KY",3168.34615384615,0.675824175824176,182
"26767","Elk City, OK",2316.1935483871,0.451612903225806,31
"26794","Elkhart, IN--MI",3286.27210884354,0.554421768707483,294
"26821","Elkhorn, WI",2506.26666666667,0.366666666666667,30
"26848","Elkin, NC",2269.66666666667,0.366666666666667,30
"26875","Elkins, WV",3822.86486486487,0.567567567567568,37
"26902","Elko, NV",2065.68493150685,0.452054794520548,73
"26912","Elko New Market, MN",1338.6,0.4,5
"26956","Elkton, VA",3643.96153846154,0.307692307692308,26
"26983","Ellensburg, WA",1705.95238095238,0.333333333333333,84
"27010","Ellenville, NY",2885.26315789474,0.210526315789474,19
"27037","Ellijay, GA",764.277777777778,0.25,36
"27064","Ellsworth, KS",1326.42857142857,0.428571428571429,7
"27070","Ellsworth, ME",2228.375,0.28125,32
"27076","Ellsworth, WI",6082.14285714286,0.714285714285714,7
"27085","Ellwood City, PA",2454.62962962963,0.37037037037037,27
"27118","Elmira, NY",3084.26114649682,0.484076433121019,157
"27172","Elmwood, IL",3811.14285714286,0.428571428571429,7
"27199","Eloy, AZ",4764.33333333333,0.5,6
"27226","El Paso, IL",833.125,0.625,8
"27253","El Paso, TX--NM",2347.85723727693,0.459352280237938,1513
"27261","El Paso de Robles (Paso Robles)--Atascadero, CA",1421.15102040816,0.293877551020408,245
"27280","El Reno, OK",3236.61290322581,0.548387096774194,31
"27290","Elroy, TX",1,0,1
"27300","Elverson, PA",3655.2,0.6,20
"27307","Elwood, IN",3117,0.642857142857143,14
"27334","Ely, MN",1504.78947368421,0.105263157894737,19
"27361","Ely, NV",1460.25,0.357142857142857,28
"27380","Emerald Bay, TX",8846.5,0.75,4
"27442","Emmetsburg, IA",395,0.375,8
"27469","Emmett, ID",1398.36,0.44,25
"27496","Emmitsburg, MD--PA",5417.1,0.4,10
"27523","Emporia, KS",2926.92424242424,0.651515151515151,66
"27550","Emporia, VA",3924.57692307692,0.769230769230769,26
"27577","Emporium, PA",37.2,0.5,10
"27592","Enfield, NC",5070.14285714286,0.571428571428571,7
"27604","England, AR",6981.75,0.75,4
"27631","Enid, OK",2380.09803921569,0.57843137254902,102
"27658","Ennis, TX",3625.55555555556,0.688888888888889,45
"27685","Enterprise, AL",2622.69911504425,0.592920353982301,113
"27712","Ephraim, UT",3142.15384615385,0.384615384615385,13
"27739","Ephrata, WA",3256.41666666667,0.375,24
"27750","Epping, NH",3767.28571428571,0.523809523809524,21
"27766","Erie, PA",2366.91457286432,0.469849246231156,398
"27793","Erwin, TN",3096.13043478261,0.565217391304348,23
"27820","Escalon, CA",2585.88888888889,0.5,18
"27847","Escanaba, MI",2713.87096774194,0.370967741935484,62
"27874","Espanola, NM",2448.55319148936,0.468085106382979,47
"27885","Esparto, CA",1,0,2
"27901","Estacada, OR",1625.8,0.2,15
"27928","Estes Park, CO",1058.67469879518,0.144578313253012,83
"27955","Estherville, IA",2925.78947368421,0.473684210526316,19
"27991","Estrella, AZ",3,0.25,4
"28009","Etowah, TN",4640.2,0.5,10
"28063","Eudora, KS",3562.16666666667,0.583333333333333,12
"28090","Eufaula, AL--GA",3260.61111111111,0.666666666666667,36
"28117","Eugene, OR",1610.74651810585,0.355153203342618,718
"28144","Eunice, LA",3705.06896551724,0.551724137931034,29
"28171","Eunice, NM",2436,0.3,10
"28198","Eureka, CA",1634.01333333333,0.253333333333333,150
"28225","Eureka, IL",4424.5,0.75,8
"28252","Eureka, KS",3248,0.8,5
"28262","Eureka, MO",2564.27586206897,0.517241379310345,29
"28306","Evanston, WY",2996.10526315789,0.447368421052632,38
"28333","Evansville, IN--KY",2664.24324324324,0.56949806949807,518
"28360","Evansville, WI",1519.88888888889,0.444444444444444,9
"28387","Evarts, KY",24333,1,1
"28414","Everett, PA",3.2,0.2,5
"28431","Evergreen, AL",322.333333333333,0.666666666666667,3
"28441","Evergreen, CO",333.490196078431,0.137254901960784,51
"28468","Everson, WA",2270.91666666667,0.25,12
"28495","Excelsior Springs, MO",2380.38095238095,0.428571428571429,21
"28522","Fabens, TX",3161,0.25,8
"28549","Fairbanks, AK",2053.7729468599,0.29951690821256,207
"28576","Fairbury, IL",2822.27272727273,0.545454545454545,11
"28603","Fairbury, NE",4715.4,0.5,10
"28624","Fairdale, PA",4795.5,0.5,6
"28657","Fairfield, CA",2495.84115523466,0.566787003610108,277
"28684","Fairfield, IL",3712.14285714286,0.5,14
"28711","Fairfield, IA",1793.1875,0.4375,32
"28738","Fairfield, TX",4027.35,0.6,20
"28765","Fairfield Glade, TN",1,0,4
"28819","Fair Haven, VT",3771.52631578947,0.263157894736842,19
"28846","Fairmont, MN",2689.25925925926,0.666666666666667,27
"28860","Fairmont, NC",9477.25,0.5,4
"28873","Fairmont, WV",3631.96103896104,0.571428571428571,77
"28900","Fairmount, IN",4080.83333333333,0.5,6
"28954","Fairview, TN",4095,0.7,10
"29008","Falfurrias, TX",3369.25,0.75,8
"29035","Fallon, NV",2269.64285714286,0.476190476190476,42
"29062","Falls City, NE",3352,0.333333333333333,9
"29089","Fargo, ND--MN",2217.14955357143,0.553571428571429,448
"29116","Faribault, MN",2720,0.58974358974359,39
"29143","Farmersville, TX",668.166666666667,0.416666666666667,12
"29170","Farmerville, LA",3043.94117647059,0.411764705882353,17
"29224","Farmington, ME",1767,0.307692307692308,13
"29251","Farmington, MO",2603.82105263158,0.621052631578947,95
"29265","Farmington, NH",3494.71428571429,0.571428571428571,7
"29278","Farmington, NM",3084.24822695035,0.638297872340426,141
"29305","Farmville, NC",4438.21428571429,0.5,14
"29332","Farmville, VA",2681.21212121212,0.575757575757576,33
"29359","Fayette, AL",3459.08333333333,0.416666666666667,12
"29413","Fayette, MO",4728.125,0.75,8
"29440","Fayetteville, NC",2744.31024531025,0.59018759018759,693
"29467","Fayetteville, TN",1343.96428571429,0.392857142857143,28
"29494","Fayetteville--Springdale--Rogers, AR--MO",1988.89094874591,0.523446019629226,917
"29510","Fearrington Village, NC",1,0,3
"29521","Federalsburg, MD",8917.8,0.6,5
"29548","Fellsmere, FL",2.16666666666667,0.166666666666667,6
"29575","Fergus Falls, MN",2527.8,0.533333333333333,30
"29602","Fernandina Beach, FL",901.440366972477,0.321100917431193,109
"29656","Fernley, NV",2482.38461538462,0.769230769230769,26
"29683","Ferriday, LA",1891.25,0.5,4
"29698","Filer, ID",15621.5,1,2
"29710","Fillmore, CA",3125.45833333333,0.625,24
"29737","Findlay, OH",2689.14285714286,0.578571428571429,140
"29764","Firebaugh, CA",4014.125,0.625,8
"29775","Firestone--Frederick, CO",2717.32,0.44,25
"29791","Fitzgerald, GA",2576.84615384615,0.5,26
"29818","Flagstaff, AZ",1275.84,0.4,225
"29845","Flemingsburg, KY",9171.5,0.833333333333333,6
"29872","Flint, MI",2852.00162337662,0.524350649350649,616
"29899","Flora, IL",3710.5,0.75,12
"29953","Florence, AL",2441.93333333333,0.555555555555556,225
"29980","Florence, AZ",3153.70588235294,0.411764705882353,17
"30007","Florence, CO",2142.86666666667,0.4,15
"30034","Florence, OR",1545.82,0.26,50
"30061","Florence, SC",2685.34552845528,0.597560975609756,246
"30088","Floresville, TX",2339.52173913043,0.434782608695652,23
"30142","Floydada, TX",4762.5,0.333333333333333,6
"30171","Foley, AL",1550.22110552764,0.376884422110553,199
"30196","Folkston, GA",4325.84615384615,0.384615384615385,13
"30223","Fond du Lac, WI",2594.24,0.424,125
"30250","Fordyce, AR",6040.5,0.5,8
"30277","Forest, MS",6451.16666666667,0.833333333333333,6
"30304","Forest City, IA",2278.46153846154,0.384615384615385,13
"30331","Forest City, NC",2692.8024691358,0.493827160493827,81
"30358","Forest Lake, MN",3377.21739130435,0.608695652173913,46
"30385","Forestville, CA",2.66666666666667,0.111111111111111,9
"30412","Forks, WA",2029.91666666667,0.166666666666667,12
"30439","Forney, TX",2130.24050632911,0.518987341772152,79
"30466","Forrest City, AR",3830.44444444444,0.5,18
"30493","Forsyth, GA",3839.96774193548,0.612903225806452,31
"30520","Forsyth, MO",2326.26315789474,0.368421052631579,19
"30547","Fort Atkinson, WI",2801.36363636364,0.436363636363636,55
"30574","Fort Bragg, CA",858.121951219512,0.24390243902439,41
"30601","Fort Branch, IN",2576.33333333333,0.333333333333333,12
"30628","Fort Collins, CO",1828.34459459459,0.477027027027027,740
"30682","Fort Dodge, IA",3097.78787878788,0.575757575757576,66
"30736","Fort Irwin, CA",6030.28571428571,0.857142857142857,7
"30748","Fort Leonard Wood, MO",3003.19117647059,0.661764705882353,68
"30755","Fort Lupton, CO",3255.36842105263,0.421052631578947,19
"30763","Fort Madison, IA--IL",2409.30303030303,0.363636363636364,33
"30790","Fort Meade, FL",1881.07692307692,0.461538461538462,13
"30817","Fort Morgan, CO",3944.76666666667,0.533333333333333,30
"30844","Fort Payne, AL",1777.53125,0.4375,32
"30858","Fort Plain, NY",2372.4375,0.25,16
"30871","Fort Polk, LA",6934.28571428571,0.857142857142857,14
"30898","Fort Scott, KS",3422.26086956522,0.521739130434783,23
"30925","Fort Smith, AR--OK",2507.5796178344,0.563694267515924,314
"30952","Fort Stockton, TX",2699.03448275862,0.517241379310345,29
"30979","Fortuna, CA",2079.76923076923,0.461538461538462,26
"31033","Fort Valley, GA",4502.83333333333,0.777777777777778,18
"31060","Fort Walton Beach--Navarre--Wright, FL",1562.90835579515,0.407008086253369,742
"31087","Fort Wayne, IN",2533.08487654321,0.510802469135803,648
"31114","Fostoria, OH",3796.36363636364,0.545454545454545,22
"31150","Four Corners, FL",3369.78899082569,0.63302752293578,109
"31158","Four Corners, MT",2437,0.4,10
"31168","Fowlerville, MI",5233.1875,0.5625,16
"31195","Frankenmuth, MI",1632.79487179487,0.230769230769231,39
"31222","Frankfort, IN",2987.37931034483,0.689655172413793,29
"31249","Frankfort, KY",2455.69565217391,0.543478260869565,92
"31276","Franklin, KY",3530.57692307692,0.769230769230769,26
"31303","Franklin, LA",3417.84615384615,0.384615384615385,13
"31330","Franklin, NH",3737.67441860465,0.395348837209302,43
"31384","Franklin, NC",1894.47368421053,0.403508771929825,57
"31411","Franklin (Venango County), PA",1923.52,0.36,25
"31438","Franklin, VA",4908.53571428571,0.678571428571429,28
"31450","Franklin--Highland Lake, NJ",1870.90625,0.3125,64
"31465","Franklinton, LA",3662.94444444444,0.5,18
"31478","Fraser, CO",986.088888888889,0.177777777777778,45
"31492","Frazier Park, CA",2.11111111111111,0,9
"31519","Frederick, MD",2390.27628361858,0.513447432762836,409
"31546","Frederick, OK",5791.66666666667,0.5,6
"31573","Fredericksburg, TX",588.943820224719,0.134831460674157,89
"31600","Fredericksburg, VA",2867.02298850575,0.581609195402299,435
"31627","Fredericktown, MO",4141.36363636364,0.545454545454545,11
"31681","Freeport, IL",2557.40983606557,0.508196721311475,61
"31735","Fremont, MI",2996.7619047619,0.333333333333333,21
"31762","Fremont, NE",3205.67307692308,0.692307692307692,52
"31789","Fremont, OH",3203.29310344828,0.568965517241379,58
"31843","Fresno, CA",1960.75109809663,0.494875549048316,1366
"31870","Friona, TX",1066.5,0.5,4
"31897","Fritch, TX",4109.42857142857,0.428571428571429,7
"31924","Front Royal, VA",2404.69491525424,0.372881355932203,59
"31978","Frostproof, FL",4261,0.444444444444444,9
"32032","Fulton, KY--TN",4128,0.571428571428571,14
"32059","Fulton, MS",2952.77777777778,0.666666666666667,9
"32086","Fulton, MO",3389.87096774194,0.516129032258065,31
"32113","Gadsden, AL",3124.09756097561,0.628048780487805,164
"32140","Gaffney, SC",1975.44827586207,0.568965517241379,58
"32167","Gainesville, FL",2148.24596774194,0.536290322580645,496
"32194","Gainesville, GA",2066.64890282132,0.551724137931034,319
"32221","Gainesville, TX",2523.07547169811,0.622641509433962,53
"32248","Galax, VA",2976.29032258065,0.580645161290323,31
"32275","Galena, IL",343.225,0.125,40
"32302","Galena, KS--MO",1581.1,0.5,10
"32329","Galesburg, IL",2328.8152173913,0.510869565217391,92
"32356","Galion, OH",4365.25806451613,0.709677419354839,31
"32383","Galliano--Larose--Cut Off, LA",4118.42424242424,0.545454545454545,33
"32437","Gallup, NM",1976.6091954023,0.528735632183908,87
"32451","Galt, CA",2927.40384615385,0.557692307692308,52
"32491","Galveston, TX",1162.10588235294,0.288235294117647,170
"32518","Garden City, KS",3393.30555555556,0.597222222222222,72
"32572","Gardnerville Ranchos, NV",2340.60655737705,0.40983606557377,61
"32599","Garner, IA",4744.83333333333,0.666666666666667,6
"32626","Garnett, KS",5164,0.625,8
"32637","Garrettsville, OH",3727.17647058824,0.588235294117647,17
"32653","Gastonia, NC--SC",2665.4494949495,0.54040404040404,396
"32707","Gatesville, TX",2947.44444444444,0.444444444444444,18
"32720","Gautier, MS",12168.5,0.5,2
"32734","Gaylord, MI",2970.5652173913,0.608695652173913,46
"32761","Geneseo, IL",2451.09090909091,0.409090909090909,22
"32788","Geneseo, NY",3646.41176470588,0.529411764705882,34
"32815","Geneva, AL",4253.09090909091,0.454545454545455,11
"32842","Geneva, NY",1749.86538461538,0.259615384615385,104
"32850","Geneva, OH",2804.66666666667,0.416666666666667,24
"32869","Genoa, IL",2699.26666666667,0.266666666666667,15
"32896","Genoa, OH",6610.42857142857,0.714285714285714,7
"32950","Georgetown, DE",2834.41379310345,0.517241379310345,29
"32977","Georgetown, KY",2710.03658536585,0.658536585365854,82
"33004","Georgetown, OH",5582.625,0.625,8
"33031","Georgetown, SC",2044.09523809524,0.357142857142857,42
"33166","Gibson City, IL",3874,0.545454545454545,11
"33193","Giddings, TX",1595.48,0.44,25
"33220","Gillespie, IL",2799.16666666667,0.583333333333333,12
"33247","Gillette, WY",2726.56923076923,0.584615384615385,65
"33274","Gilman, IL",3733.25,0.666666666666667,12
"33301","Gilmer, TX",3062.5652173913,0.565217391304348,23
"33328","Gilroy--Morgan Hill, CA",1843.82061068702,0.484732824427481,262
"33355","Girard, KS",6032.2,0.6,5
"33409","Gladwin, MI",3660.4,0.333333333333333,15
"33436","Glasgow, KY",2919.84210526316,0.614035087719298,57
"33463","Glasgow, MT",4089.33333333333,0.416666666666667,12
"33490","Glencoe, MN",1502.63636363636,0.636363636363636,11
"33517","Glendive, MT",1440.58823529412,0.352941176470588,17
"33544","Glennville, GA",4907.4,0.5,10
"33598","Glens Falls, NY",1683.49484536082,0.34020618556701,291
"33612","Glenville, WV",5612.5,0.625,8
"33625","Glenwood, IA",4471.44444444444,0.444444444444444,9
"33635","Glenwood, MD",4867.4,0.2,5
"33652","Glenwood Springs, CO",1019.05555555556,0.203703703703704,54
"33679","Globe, AZ",2856.10526315789,0.394736842105263,38
"33695","Gloucester Courthouse, VA",1070.28571428571,0.142857142857143,14
"33706","Glouster, OH",4766.5,0.5,6
"33733","Gloversville, NY",2985.42307692308,0.384615384615385,78
"33749","Gold Beach, OR",1.21428571428571,0,14
"33787","Goldendale, WA",3162.8,0.3,10
"33814","Goldsboro, NC",2437.59602649007,0.582781456953642,151
"33841","Gonzales, CA",3479.4375,0.4375,16
"33868","Gonzales, TX",2705.56,0.4,25
"33895","Gooding, ID",3.5,0.25,8
"33922","Goodland, KS",2889.35294117647,0.588235294117647,17
"33938","Goodrich, MI",3743.70588235294,0.411764705882353,17
"34003","Gothenburg, NE",3463.18181818182,0.454545454545455,11
"34030","Gouverneur, NY",5254.66666666667,0.555555555555556,9
"34057","Gowanda, NY",4281.11111111111,0.444444444444444,9
"34072","Graceville, FL",4356.83333333333,0.333333333333333,6
"34084","Grafton, ND",4130.66666666667,0.666666666666667,6
"34111","Grafton, WV",4216.6,0.4,10
"34138","Graham, TX",3213.46875,0.46875,32
"34151","Gramercy--Lutcher, LA",2705.52631578947,0.31578947368421,19
"34165","Granbury, TX",1895.375,0.522727272727273,88
"34192","Grand Bay, AL",2777.4,0.6,5
"34219","Grand Forks, ND--MN",2155.90303030303,0.442424242424242,165
"34229","Grand Forks AFB, ND",10604,1,4
"34246","Grand Island, NE",2041,0.560810810810811,148
"34273","Grand Junction, CO",2165.46801346801,0.498316498316498,297
"34300","Grand Rapids, MI",2070.8784696174,0.4576144036009,1333
"34327","Grand Rapids, MN",3073.2,0.65,40
"34354","Grand Saline, TX",593.333333333333,0.333333333333333,6
"34381","Grandview, WA",2511.48837209302,0.395348837209302,43
"34408","Grangerland, TX",8112.33333333333,0.333333333333333,3
"34435","Grangeville, ID",1576.375,0.375,16
"34462","Granite Falls, MN",3638.55555555556,0.666666666666667,9
"34470","Granite Falls, WA",3792.9,0.4,10
"34478","Granite Shoals, TX",10.3333333333333,0.333333333333333,3
"34489","Grants, NM",2908.34782608696,0.478260869565217,23
"34516","Grants Pass, OR",1477.23243243243,0.356756756756757,185
"34543","Grantsville, UT",5170.16666666667,0.333333333333333,6
"34554","Grantville, GA",2.33333333333333,0,3
"34570","Granville, NY--VT",7876,0.5,6
"34597","Grass Valley, CA",949.920634920635,0.325396825396825,126
"34613","Gray, GA",1760.84615384615,0.384615384615385,13
"34624","Grayling, MI",3220.09090909091,0.409090909090909,22
"34651","Grayson, KY",3841.7,0.85,20
"34678","Great Barrington, MA",1027.15151515152,0.212121212121212,33
"34705","Great Bend, KS",3736.47058823529,0.647058823529412,34
"34759","Great Falls, MT",2069.81168831169,0.467532467532468,154
"34786","Greeley, CO",2284.24904214559,0.563218390804598,261
"34813","Green Bay, WI",2523.11324786325,0.480769230769231,468
"34826","Greenbrier, AR",4888.13333333333,0.733333333333333,15
"34840","Greencastle, IN",3286.8,0.514285714285714,35
"34894","Greeneville, TN",3097.13924050633,0.582278481012658,79
"34921","Greenfield, CA",3774.76923076923,0.384615384615385,13
"34975","Greenfield, MA",2170.34375,0.28125,64
"35002","Greenfield, OH",6387.76923076923,0.538461538461538,13
"35029","Green Forest, AR",599.833333333333,0.333333333333333,6
"35083","Green River, WY",3311.11111111111,0.611111111111111,18
"35137","Greensboro, GA",4.5,0.166666666666667,6
"35164","Greensboro, NC",2116.54885404101,0.509047044632087,829
"35191","Greensburg, IN",3706.84375,0.65625,32
"35218","Greentown, IN",3367.25,0.625,8
"35272","Greenville, AL",2650.26666666667,0.666666666666667,15
"35299","Greenville, IL",3690,0.785714285714286,14
"35326","Greenville, MI",3984.87096774194,0.645161290322581,31
"35353","Greenville, MS",3072.42553191489,0.574468085106383,47
"35380","Greenville, NC",2498.81099656357,0.597938144329897,291
"35407","Greenville, OH",3234.5,0.625,40
"35434","Greenville, PA",2917.28,0.48,25
"35461","Greenville, SC",1859.20424836601,0.487745098039216,1224
"35488","Greenville, TX",1993.71929824561,0.666666666666667,57
"35515","Greenwich, NY",1.6,0,5
"35542","Greenwood, AR",4232.72222222222,0.833333333333333,18
"35569","Greenwood, MS",3242.08333333333,0.472222222222222,36
"35596","Greenwood, SC",1901.59130434783,0.591304347826087,115
"35623","Grenada, MS",1668.86206896552,0.413793103448276,29
"35677","Gridley, CA",4390.92307692308,0.538461538461538,13
"35690","Grifton, NC",2340.25,0.5,4
"35704","Grinnell, IA",1952.35714285714,0.392857142857143,28
"35716","Grissom AFB, IN",1,0,1
"35731","Groesbeck, TX",3868.44444444444,0.555555555555556,9
"35758","Grottoes, VA",5304.16666666667,0.333333333333333,6
"35785","Grove, OK",2999.54545454545,0.545454545454545,33
"35812","Grove City, PA",4184.30434782609,0.478260869565217,23
"35839","Guadalupe, CA",2220.63636363636,0.272727272727273,11
"35893","Guerneville, CA",930.264705882353,0.0882352941176471,34
"35920","Gulfport, MS",2282.9856230032,0.413738019169329,626
"35974","Gun Barrel City, TX",2287.65517241379,0.586206896551724,29
"35987","Gun Lake, MI",2.5,0,2
"36001","Gunnison, CO",1349.64705882353,0.205882352941176,34
"36028","Gunnison, UT",12167.5,0.5,2
"36055","Gustine, CA",3807.7,0.5,10
"36082","Guthrie, OK",1738.73076923077,0.423076923076923,26
"36109","Guymon, OK",1951.31034482759,0.379310344827586,29
"36136","Gypsum, CO",2436.1,0.2,10
"36190","Hagerstown, MD--WV--PA",2755.74509803922,0.562091503267974,459
"36217","Hailey, ID",1732.86363636364,0.204545454545455,44
"36231","Haleiwa--Waialua--Pupukea, HI",161.588235294118,0.0352941176470588,85
"36244","Haleyville, AL",5220.3,0.5,10
"36271","Half Moon Bay, CA",838.850574712644,0.218390804597701,87
"36298","Halls, TN",12168,0.5,2
"36325","Hallsville, TX",4841.45454545455,0.636363636363636,11
"36352","Hamburg, AR",13918.5,1,2
"36396","Hamilton, AL",4485.3125,0.625,16
"36406","Hamilton, MT",1700.26666666667,0.333333333333333,45
"36433","Hamilton, NY",2957.6875,0.375,16
"36460","Hamilton, TX",2065.3125,0.5,16
"36514","Hammond, LA",3022.20114942529,0.574712643678161,174
"36541","Hammonton, NJ",737.764705882353,0.254901960784314,51
"36568","Hampshire, IL",3872.33333333333,0.5,12
"36585","Hampstead, NC",1036.8,0.533333333333333,15
"36622","Hampton, IA",3524.25,0.416666666666667,12
"36649","Hampton, SC",3132.2,0.533333333333333,15
"36676","Hanceville, AL",7101.875,0.75,8
"36703","Hanford, CA",2494.88165680473,0.597633136094675,169
"36730","Hannibal, MO",1958.82222222222,0.4,45
"36784","Hanover, PA",2057.91052631579,0.384210526315789,190
"36798","Hardeeville, SC",3943.69230769231,0.615384615384615,13
"36811","Hardin, MT",4253.9,0.5,10
"36823","Hardyston Township West, NJ",1,0,1
"36838","Harlan, IA",3012.53333333333,0.466666666666667,15
"36865","Harlan, KY",4467.81818181818,0.727272727272727,11
"36878","Harlem, GA",4169.875,0.5,8
"36892","Harlingen, TX",2694.74107142857,0.647321428571429,224
"36919","Harrah, OK",4392.57142857143,0.428571428571429,7
"36946","Harriman--Kingston--Rockwood, TN",4441.42857142857,0.625,56
"36973","Harrington, DE",3732.44444444444,0.555555555555556,18
"37000","Harrisburg, IL",3271.64516129032,0.548387096774194,31
"37054","Harrisburg, OR",4057,0.166666666666667,6
"37081","Harrisburg, PA",2171.10921501706,0.417235494880546,1172
"37091","Harrisburg, SD",2321,1,1
"37108","Harrison, AR",3060.7,0.58,50
"37135","Harrison, MI",3218.14285714286,0.285714285714286,14
"37145","Harrison, OH--IN",2448,0.64,50
"37162","Harrisonburg, VA",2194.5873015873,0.496031746031746,252
"37189","Harrisonville, MO",4501.61111111111,0.75,36
"37216","Harrodsburg, KY",3905.88,0.64,25
"37232","Hart, MI",2216.45454545455,0.272727272727273,11
"37243","Hartford, CT",2339.43098958333,0.409722222222222,2304
"37324","Hartford City, IN",4338.6,0.666666666666667,15
"37378","Hartshorne, OK",1184.6,0.6,5
"37405","Hartsville, SC",2544.28260869565,0.521739130434783,46
"37432","Hartwell, GA",2894.57142857143,0.571428571428571,28
"37459","Harvard, IL",1132.59090909091,0.318181818181818,22
"37486","Haskell, TX",2525.3,0.4,10
"37513","Hastings, MI",3109.25,0.5,24
"37540","Hastings, MN",3281.39534883721,0.558139534883721,43
"37567","Hastings, NE",2660,0.532258064516129,62
"37594","Hattiesburg, MS",2573.17073170732,0.613821138211382,246
"37621","Havana, FL",5251.33333333333,0.333333333333333,6
"37648","Havana, IL",4452.54545454545,0.545454545454545,11
"37675","Havelock, NC",3573.92307692308,0.615384615384615,52
"37702","Havre, MT",1697.19444444444,0.416666666666667,36
"37716","Hawaiian Paradise Park, HI",422.941176470588,0.0588235294117647,17
