"MSA_GEOID","MSA_NAME","avg_frequency","pct_chain","n_rest"
28140,"Kansas City, MO-KS",2481.762593396,0.54591467823572,4149
28420,"Kennewick-Richland, WA",2158.53676470588,0.455882352941176,544
28660,"Killeen-Temple, TX",2695.69006622517,0.55364238410596,755
28700,"Kingsport-Bristol, TN-VA",3100.97711267606,0.570422535211268,568
28740,"Kingston, NY",1173.12716763006,0.227360308285164,519
28940,"Knoxville, TN",2578.36134934248,0.547741566609491,1749
29020,"Kokomo, IN",2827.62643678161,0.557471264367816,174
29100,"La Crosse-Onalaska, WI-MN",1908.0202020202,0.383838383838384,297
29180,"Lafayette, LA",2656.77548918641,0.421215242018538,971
29200,"Lafayette-West Lafayette, IN",2539.05102040816,0.51530612244898,392
29340,"Lake Charles, LA",3197.85983827493,0.533692722371968,371
29420,"Lake Havasu City-Kingman, AZ",2331.93083573487,0.446685878962536,347
29460,"Lakeland-Winter Haven, FL",2671.2607003891,0.510700389105058,1028
29540,"Lancaster, PA",1699.27183513248,0.33954857703631,1019
29620,"Lansing-East Lansing, MI",2344.70019157088,0.503831417624521,1044
29700,"Laredo, TX",2633.28325123153,0.551724137931034,406
29740,"Las Cruces, NM",2558.55747126437,0.474137931034483,348
29820,"Las Vegas-Henderson-Paradise, NV",1810.99702852615,0.43918383518225,5048
29940,"Lawrence, KS",2016.10526315789,0.470175438596491,285
30020,"Lawton, OK",3016.13063063063,0.567567567567568,222
30140,"Lebanon, PA",2816.10822510823,0.393939393939394,231
30300,"Lewiston, ID-WA",2109.30578512397,0.380165289256198,121
30340,"Lewiston-Auburn, ME",2745.30530973451,0.429203539823009,226
30460,"Lexington-Fayette, KY",2295.85964912281,0.551656920077973,1026
30620,"Lima, OH",2355.80829015544,0.590673575129534,193
30700,"Lincoln, NE",2183.10869565217,0.531884057971014,690
30780,"Little Rock-North Little Rock-Conway, AR",2522.63561643836,0.554794520547945,1460
30860,"Logan, UT-ID",2404.97354497354,0.560846560846561,189
30980,"Longview, TX",2468.99801980198,0.524752475247525,505
31020,"Longview, WA",2186.80660377358,0.372641509433962,212
31080,"Los Angeles-Long Beach-Anaheim, CA",1465.73888817728,0.384174458819009,31228
31140,"Louisville/Jefferson County, KY-IN",2419.32570281124,0.533734939759036,2490
31180,"Lubbock, TX",1976.3726993865,0.585889570552147,652
31340,"Lynchburg, VA",2563.12391304348,0.5,460
31420,"Macon-Bibb County, GA",2938.60358056266,0.570332480818414,391
31460,"Madera, CA",3196.96984924623,0.50251256281407,199
31540,"Madison, WI",1796.85567010309,0.368556701030928,1552
31700,"Manchester-Nashua, NH",2161.73051224944,0.364142538975501,898
31740,"Manhattan, KS",2284.16465863454,0.57429718875502,249
31860,"Mankato, MN",2374.49456521739,0.603260869565217,184
31900,"Mansfield, OH",3423.92272727273,0.572727272727273,220
32580,"McAllen-Edinburg-Mission, TX",2465.69769357496,0.554365733113674,1214
32780,"Medford, OR",1467.96092362345,0.348134991119005,563
32820,"Memphis, TN-MS-AR",2218.43454258675,0.491719242902208,2536
32900,"Merced, CA",2755.06301369863,0.594520547945205,365
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",1681.37879906072,0.349211673934921,14905
33140,"Michigan City-La Porte, IN",2316.77027027027,0.418918918918919,222
33220,"Midland, MI",2675.70503597122,0.453237410071942,139
33260,"Midland, TX",2164.72865853659,0.521341463414634,328
33340,"Milwaukee-Waukesha, WI",1994.13342011064,0.413927757891311,3073
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2067.92930408711,0.476250591762664,6337
33540,"Missoula, MT",1557.40264026403,0.363036303630363,303
33660,"Mobile, AL",2719.67117726658,0.556156968876861,739
33700,"Modesto, CA",2243.74452554745,0.532846715328467,959
33740,"Monroe, LA",2609.76601671309,0.537604456824513,359
33780,"Monroe, MI",2727.85714285714,0.466386554621849,238
33860,"Montgomery, AL",2648.00446428571,0.605654761904762,672
34060,"Morgantown, WV",2698.48264984227,0.473186119873817,317
34100,"Morristown, TN",3750.55023923445,0.626794258373206,209
34580,"Mount Vernon-Anacortes, WA",1166.85498489426,0.338368580060423,331
34620,"Muncie, IN",2785.60849056604,0.650943396226415,212
34740,"Muskegon, MI",2732.08127208481,0.42756183745583,283
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",1484.87376381617,0.371146015125073,1719
34900,"Napa, CA",1134.74201474201,0.267813267813268,407
34940,"Naples-Marco Island, FL",1578.79347826087,0.33695652173913,1012
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2069.6455892107,0.494583241211585,4523
35100,"New Bern, NC",3003.01746724891,0.528384279475983,229
35300,"New Haven-Milford, CT",2005.0306345733,0.329978118161926,2285
35380,"New Orleans-Metairie, LA",1842.10648967552,0.343657817109145,3390
35620,"New York-Newark-Jersey City, NY-NJ-PA",1263.10183501071,0.28299179499616,49482
35660,"Niles, MI",2338.01583113456,0.382585751978892,379
35840,"North Port-Sarasota-Bradenton, FL",1663.96105919003,0.381100726895119,1926
35980,"Norwich-New London, CT",2269.11440107672,0.344549125168237,743
36100,"Ocala, FL",2846.76975945017,0.510309278350515,582
36140,"Ocean City, NJ",432.764258555133,0.153358681875792,789
36220,"Odessa, TX",2558.88475836431,0.568773234200744,269
36260,"Ogden-Clearfield, UT",2396.65553435114,0.561068702290076,1048
36420,"Oklahoma City, OK",2217.22337125129,0.532919682867977,2901
36500,"Olympia-Lacey-Tumwater, WA",2180.37316176471,0.409926470588235,544
36540,"Omaha-Council Bluffs, NE-IA",2137.51808510638,0.511170212765957,1880
36740,"Orlando-Kissimmee-Sanford, FL",1942.95638249199,0.481470184535611,6557
36780,"Oshkosh-Neenah, WI",2435.65202702703,0.435810810810811,296
36980,"Owensboro, KY",2718.01538461538,0.543589743589744,195
37100,"Oxnard-Thousand Oaks-Ventura, CA",1804.78571428571,0.45297619047619,1680
37340,"Palm Bay-Melbourne-Titusville, FL",1976.18339622642,0.397735849056604,1325
37460,"Panama City, FL",2058.7487091222,0.457831325301205,581
37620,"Parkersburg-Vienna, WV",3232.04093567251,0.625730994152047,171
37860,"Pensacola-Ferry Pass-Brent, FL",2291.15695067265,0.520179372197309,892
37900,"Peoria, IL",2563.38800904977,0.5,884
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1335.61903673221,0.360996799268404,13122
38060,"Phoenix-Mesa-Chandler, AZ",1905.30770982804,0.487757658581027,8781
38220,"Pine Bluff, AR",4402.1214953271,0.607476635514019,107
38300,"Pittsburgh, PA",2006.60698027314,0.381638846737481,5272
38340,"Pittsfield, MA",1705.79523809524,0.25952380952381,420
38540,"Pocatello, ID",1969.13661202186,0.508196721311475,183
38860,"Portland-South Portland, ME",1337.12587412587,0.248520710059172,1859
38900,"Portland-Vancouver-Hillsboro, OR-WA",1376.18072465894,0.332991051782309,6817
38940,"Port St. Lucie, FL",2135.34146341463,0.428571428571429,861
39100,"Poughkeepsie-Newburgh-Middletown, NY",1555.50890116636,0.294659300184162,1629
39150,"Prescott Valley-Prescott, AZ",1640.81502890173,0.33718689788054,519
39300,"Providence-Warwick, RI-MA",1850.97212378927,0.334278289629105,4233
39340,"Provo-Orem, UT",1940.76453488372,0.546511627906977,1032
39380,"Pueblo, CO",2849.75562700965,0.463022508038585,311
39460,"Punta Gorda, FL",2101.69054441261,0.378223495702006,349
39540,"Racine, WI",2516.77177177177,0.402402402402402,333
39580,"Raleigh-Cary, NC",2002.92339159539,0.491632577166233,2689
39660,"Rapid City, SD",1930.7661971831,0.436619718309859,355
39740,"Reading, PA",2072.2431372549,0.347712418300654,765
39820,"Redding, CA",1850.35543766578,0.424403183023873,377
39900,"Reno, NV",1523.77113578138,0.442356959863365,1171
40060,"Richmond, VA",2158.53892440767,0.497179390748402,2659
40140,"Riverside-San Bernardino-Ontario, CA",1954.42200307377,0.517289959016393,7808
40220,"Roanoke, VA",2376.82874617737,0.492354740061162,654
40340,"Rochester, MN",2046.65144230769,0.430288461538462,416
40380,"Rochester, NY",1713.55382619974,0.343709468223087,2313
40420,"Rockford, IL",2905.72913385827,0.503937007874016,635
40580,"Rocky Mount, NC",2917.15178571429,0.611607142857143,224
40660,"Rome, GA",2725.1,0.627777777777778,180
40900,"Sacramento-Roseville-Folsom, CA",1781.08400234972,0.449187389857059,5107
40980,"Saginaw, MI",2941.64659685864,0.515706806282722,382
41060,"St. Cloud, MN",2602.81043956044,0.491758241758242,364
41100,"St. George, UT",1779.52685421995,0.49616368286445,391
41140,"St. Joseph, MO-KS",3043.17105263158,0.605263157894737,228
41180,"St. Louis, MO-IL",2127.94039145907,0.493416370106762,5620
41420,"Salem, OR",1881.77905638665,0.388952819332566,869
41500,"Salinas, CA",1654.76988636364,0.331439393939394,1056
41540,"Salisbury, MD-DE",1503.09811320755,0.329056603773585,1325
41620,"Salt Lake City, UT",1819.38171428571,0.493714285714286,2625
41660,"San Angelo, TX",1900.4329004329,0.471861471861472,231
41700,"San Antonio-New Braunfels, TX",2035.83538943104,0.490333271957282,5431
41740,"San Diego-Chula Vista-Carlsbad, CA",1450.02795725646,0.363568588469185,8048
41860,"San Francisco-Oakland-Berkeley, CA",978.85881753313,0.283238677734091,13734
41940,"San Jose-Sunnyvale-Santa Clara, CA",1425.66288209607,0.391921397379913,4580
42020,"San Luis Obispo-Paso Robles, CA",1110.91096634093,0.256243213897937,921
42100,"Santa Cruz-Watsonville, CA",1065.30422125182,0.299854439592431,687
42140,"Santa Fe, NM",1331.19376391982,0.267260579064588,449
42200,"Santa Maria-Santa Barbara, CA",1239.42233856894,0.307155322862129,1146
42220,"Santa Rosa-Petaluma, CA",1351.8680781759,0.305374592833876,1228
42340,"Savannah, GA",1843.7798573975,0.443850267379679,1122
42540,"Scranton--Wilkes-Barre, PA",1769.41625089095,0.309337134711333,1403
42660,"Seattle-Tacoma-Bellevue, WA",1572.54790450928,0.344403183023873,9425
42680,"Sebastian-Vero Beach, FL",1724.15573770492,0.385245901639344,366
42700,"Sebring-Avon Park, FL",2496.27814569536,0.417218543046358,151
43100,"Sheboygan, WI",1970.3531598513,0.327137546468401,269
43300,"Sherman-Denison, TX",1985.0987654321,0.530864197530864,243
43340,"Shreveport-Bossier City, LA",2539.81167108753,0.525198938992042,754
43420,"Sierra Vista-Douglas, AZ",2525.69348659004,0.425287356321839,261
43580,"Sioux City, IA-NE-SD",2669.81786941581,0.518900343642612,291
43620,"Sioux Falls, SD",2352.554,0.568,500
43780,"South Bend-Mishawaka, IN-MI",2672.20032840722,0.486042692939245,609
43900,"Spartanburg, SC",2396.50327868852,0.531147540983607,610
44060,"Spokane-Spokane Valley, WA",2152.66696588869,0.415619389587074,1114
44100,"Springfield, IL",2702.23952095808,0.499001996007984,501
44140,"Springfield, MA",2497.93595730487,0.359573048699133,1499
44180,"Springfield, MO",2403.53943217666,0.533123028391167,951
44220,"Springfield, OH",2893.41935483871,0.534562211981567,217
44300,"State College, PA",2047.16233766234,0.36038961038961,308
44420,"Staunton, VA",2916.73255813953,0.461240310077519,258
44700,"Stockton, CA",2332.06767515924,0.49203821656051,1256
44940,"Sumter, SC",3005.46666666667,0.569230769230769,195
45060,"Syracuse, NY",2166.45487364621,0.335018050541516,1385
45220,"Tallahassee, FL",2038.47649301144,0.486658195679797,787
45300,"Tampa-St. Petersburg-Clearwater, FL",1897.18471246235,0.436684353936613,6973
45460,"Terre Haute, IN",2688.63360881543,0.504132231404959,363
45500,"Texarkana, TX-AR",2804.01403508772,0.52280701754386,285
45540,"The Villages, FL",3013.85714285714,0.571428571428571,203
45780,"Toledo, OH",2513.2243633861,0.470061940812113,1453
45820,"Topeka, KS",2459.70432692308,0.543269230769231,416
45940,"Trenton-Princeton, NJ",1687.83295194508,0.384439359267735,874
46060,"Tucson, AZ",1957.31785345717,0.464912280701754,1938
46140,"Tulsa, OK",2246.64316012725,0.519088016967126,1886
46220,"Tuscaloosa, AL",2784.93382352941,0.605392156862745,408
46300,"Twin Falls, ID",2439.63470319635,0.561643835616438,219
46340,"Tyler, TX",2628.71830985915,0.593896713615023,426
46520,"Urban Honolulu, HI",1478.80737296579,0.274991697110595,3011
46540,"Utica-Rome, NY",1807.56288343558,0.302147239263804,652
46660,"Valdosta, GA",2802.74708171206,0.610894941634241,257
46700,"Vallejo, CA",2349.05231143552,0.543795620437956,822
47020,"Victoria, TX",3047.5027027027,0.562162162162162,185
47220,"Vineland-Bridgeton, NJ",1703.71314741036,0.374501992031873,251
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",2448.96112050229,0.506157932866457,4141
47300,"Visalia, CA",2508.95114503817,0.543511450381679,655
47380,"Waco, TX",2028.6037414966,0.489795918367347,588
47460,"Walla Walla, WA",1680.93442622951,0.30327868852459,122
47580,"Warner Robins, GA",2676.34393063584,0.644508670520231,346
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2109.82085561497,0.459001782531194,13464
47940,"Waterloo-Cedar Falls, IA",2345.6170212766,0.571428571428571,329
48060,"Watertown-Fort Drum, NY",2104.5910543131,0.364217252396166,313
48140,"Wausau-Weston, WI",2606.44879518072,0.379518072289157,332
48260,"Weirton-Steubenville, WV-OH",2941.13,0.435,200
48300,"Wenatchee, WA",1285.81761006289,0.254716981132075,318
48540,"Wheeling, WV-OH",3169.68029739777,0.520446096654275,269
48620,"Wichita, KS",2560.45941807044,0.541347626339969,1306
48660,"Wichita Falls, TX",2656.89898989899,0.602693602693603,297
48700,"Williamsport, PA",2089.82304526749,0.337448559670782,243
48900,"Wilmington, NC",1556.30545876887,0.371660859465738,861
49020,"Winchester, VA-WV",3128.61980830671,0.552715654952077,313
49180,"Winston-Salem, NC",2533.98709122203,0.496557659208262,1162
49340,"Worcester, MA-CT",2436.64778578785,0.383625128733265,1942
49420,"Yakima, WA",2052.1779661017,0.406779661016949,472
49620,"York-Hanover, PA",2396.49100968188,0.450899031811895,723
49660,"Youngstown-Warren-Boardman, OH-PA",2725.72090909091,0.507272727272727,1100
49700,"Yuba City, CA",2471.85772357724,0.548780487804878,246
49740,"Yuma, AZ",2201.15570934256,0.519031141868512,289
